name,ontologyTermURI,code,codesystem,definition
Birged,http://purl.obolibrary.org/obo/AfPO_0000380,AfPO:0000380,AfPO,"The Birked live north and east of Dago and Bayko, between Gebel Harayz and Rizaykat and are much larger tribe then either.' from a: A History of the Arabs in the Sudan. Written by De H. A. MacMichael."
Dongolese,http://purl.obolibrary.org/obo/AfPO_0000381,AfPO:0000381,AfPO,
Hill Nubian,http://purl.obolibrary.org/obo/AfPO_0000382,AfPO:0000382,AfPO,A Nubian Eastern population with a population size of 0.063 million
Afar,http://purl.obolibrary.org/obo/AfPO_0000383,AfPO:0000383,AfPO,A Cushitic Eastern population with a population size of 6.3 million
Agaw,http://purl.obolibrary.org/obo/AfPO_0000384,AfPO:0000384,AfPO,A Cushitic Eastern population with a population size of 1 million
Beja,http://purl.obolibrary.org/obo/AfPO_0000385,AfPO:0000385,AfPO,A Cushitic Eastern population with a population size of 2.8 millions
Bilen,http://purl.obolibrary.org/obo/AfPO_0000386,AfPO:0000386,AfPO,The Bilen are a Cushitic Eastern population with a population size of 0.2 million.
Saho,http://purl.obolibrary.org/obo/AfPO_0000387,AfPO:0000387,AfPO,The Saho are a Cushitic Eastern population with a population size of 0.2 million.
Sidama,http://purl.obolibrary.org/obo/AfPO_0000388,AfPO:0000388,AfPO,A Cushitic Eastern population with a population size of >3 millions
Somali,http://purl.obolibrary.org/obo/AfPO_0000389,AfPO:0000389,AfPO,A Cushitic Eastern population with a population size of >20 millions
Lugbara,http://purl.obolibrary.org/obo/AfPO_0000390,AfPO:0000390,AfPO,A Sudanic population with a population size of 11 millions
Amhara,http://purl.obolibrary.org/obo/AfPO_0000391,AfPO:0000391,AfPO,A Semitic Eastern population with a population size of 24 millions
Gurage,http://purl.obolibrary.org/obo/AfPO_0000392,AfPO:0000392,AfPO,"A Semitic Eastern population with a population size of 1.9 millions. Subdivided into three groups: East, North, West."
Habesha,http://purl.obolibrary.org/obo/AfPO_0000393,AfPO:0000393,AfPO,
Rashaida,http://purl.obolibrary.org/obo/AfPO_0000394,AfPO:0000394,AfPO,A Semitic Eastern population with a population size of 0.2 millions
Sudanese Arab,http://purl.obolibrary.org/obo/AfPO_0000395,AfPO:0000395,AfPO,A Semitic Eastern population with a population size of 28 millions
Tigrinya,http://purl.obolibrary.org/obo/AfPO_0000396,AfPO:0000396,AfPO,A Semitic Eastern population with a population size of 10.3 millions
Tigré,http://purl.obolibrary.org/obo/AfPO_0000397,AfPO:0000397,AfPO,A Semitic Eastern population with a population size of 1.5 millions
Baka_South_Sudan,http://purl.obolibrary.org/obo/AfPO_0000398,AfPO:0000398,AfPO,A Pygmy Eastern population with a population size of 0.25 million
Sandawe,http://purl.obolibrary.org/obo/AfPO_0000399,AfPO:0000399,AfPO,A Khoisan Eastern population with a population size of 0.06 million
Basoga,http://purl.obolibrary.org/obo/AfPO_0000400,AfPO:0000400,AfPO,A Bantu Eastern population with a population size of 2.9
Chaga,http://purl.obolibrary.org/obo/AfPO_0000401,AfPO:0000401,AfPO,The Chaga are a Bantu Eastern population with a population size of 2 million.
Embu,http://purl.obolibrary.org/obo/AfPO_0000402,AfPO:0000402,AfPO,A Bantu Eastern population with a population size of >0.4 million
Ganda,http://purl.obolibrary.org/obo/AfPO_0000403,AfPO:0000403,AfPO,A Bantu Eastern population with a population size of 6.7 millions
Kisii,http://purl.obolibrary.org/obo/AfPO_0000404,AfPO:0000404,AfPO,A Bantu Eastern population with a population size of 2.2 millions
Luhya,http://purl.obolibrary.org/obo/AfPO_0000405,AfPO:0000405,AfPO,A Bantu Eastern population with a population size of 5.4 millions
Makonde,http://purl.obolibrary.org/obo/AfPO_0000406,AfPO:0000406,AfPO,A Bantu Eastern population with a population size of 1.3 millions
Nyoro,http://purl.obolibrary.org/obo/AfPO_0000407,AfPO:0000407,AfPO,A Bantu Eastern population with a population size of 1.4 million
Swahili,http://purl.obolibrary.org/obo/AfPO_0000408,AfPO:0000408,AfPO,A Bantu Eastern population with a population size of >0.1 millons
Tumbuka,http://purl.obolibrary.org/obo/AfPO_0000409,AfPO:0000409,AfPO,A Bantu Eastern population with a population size of 1.546 millions
Adele,http://purl.obolibrary.org/obo/AfPO_0000410,AfPO:0000410,AfPO,A Western African population with a population size of 0.05 million
Aku,http://purl.obolibrary.org/obo/AfPO_0000411,AfPO:0000411,AfPO,A Western African population with a population size of 0.01 million
Bantu Western,http://purl.obolibrary.org/obo/AfPO_0000412,AfPO:0000412,AfPO,
Biafada,http://purl.obolibrary.org/obo/AfPO_0000413,AfPO:0000413,AfPO,A Western African population with a population size of 0.04
Bubi,http://purl.obolibrary.org/obo/AfPO_0000414,AfPO:0000414,AfPO,A Western African population with a population size of 0.1 million
Buduma,http://purl.obolibrary.org/obo/AfPO_0000415,AfPO:0000415,AfPO,A Western African population with a population size of 0.128 millions
Dogon,http://purl.obolibrary.org/obo/AfPO_0000416,AfPO:0000416,AfPO,A Western African population with a population size of 1.591 millions
Edo,http://purl.obolibrary.org/obo/AfPO_0000417,AfPO:0000417,AfPO,A Western African population with a population size of 1.6 millions
Efik,http://purl.obolibrary.org/obo/AfPO_0000418,AfPO:0000418,AfPO,A Western African population with a population size of 0.9 millions
Eket,http://purl.obolibrary.org/obo/AfPO_0000419,AfPO:0000419,AfPO,A Western African population with a population size of 0.3 millions
Esan,http://purl.obolibrary.org/obo/AfPO_0000420,AfPO:0000420,AfPO,A Western African population with a population size of 1.5 millions
Ewe,http://purl.obolibrary.org/obo/AfPO_0000421,AfPO:0000421,AfPO,A Western African population with a population size of 6 millions
Fon,http://purl.obolibrary.org/obo/AfPO_0000422,AfPO:0000422,AfPO,The Fon are a Western African population with a population size of 4 million.
Ibibio,http://purl.obolibrary.org/obo/AfPO_0000423,AfPO:0000423,AfPO,A Western African population with a population size of 9.6 millions
Ijaw,http://purl.obolibrary.org/obo/AfPO_0000424,AfPO:0000424,AfPO,A Western African population with a population size of >14 millions
Mande Western,http://purl.obolibrary.org/obo/AfPO_0000425,AfPO:0000425,AfPO,A Western African population with a population size of >30 millions
Mole-Dagbani,http://purl.obolibrary.org/obo/AfPO_0000426,AfPO:0000426,AfPO,A Gurma population with a population size of 8.6 millions
Urhobo,http://purl.obolibrary.org/obo/AfPO_0000427,AfPO:0000427,AfPO,The Urhobo are a Western African population with a population size of 2 million.
Wolof,http://purl.obolibrary.org/obo/AfPO_0000428,AfPO:0000428,AfPO,The Wolof are a Western African population with a population size of 4 million.
Bissa,http://purl.obolibrary.org/obo/AfPO_0000429,AfPO:0000429,AfPO,A Mande Western population with a population size of 1.7 millions
Mandinka,http://purl.obolibrary.org/obo/AfPO_0000430,AfPO:0000430,AfPO,A Mande Western population with a population size of 13 millions
Marka,http://purl.obolibrary.org/obo/AfPO_0000431,AfPO:0000431,AfPO,A Mande Western population with a population size of 0.4 millions
Mende,http://purl.obolibrary.org/obo/AfPO_0000432,AfPO:0000432,AfPO,The Mende are a Mande Western population with a population size of 2 million.
Kassena,http://purl.obolibrary.org/obo/AfPO_0000433,AfPO:0000433,AfPO,A Gurunsi population with a population size of 0.161 millions
Zarma,http://purl.obolibrary.org/obo/AfPO_0000434,AfPO:0000434,AfPO,A Songhai population with a population size of >5 millions
Dendi,http://purl.obolibrary.org/obo/AfPO_0000435,AfPO:0000435,AfPO,A Songhai population with a population size of 0.2 million
Okiek,http://purl.obolibrary.org/obo/AfPO_0000436,AfPO:0000436,AfPO,
Hutu,http://purl.obolibrary.org/obo/AfPO_0000437,AfPO:0000437,AfPO,A Banyarwanda population with a population size of 16 millions
Tutsi,http://purl.obolibrary.org/obo/AfPO_0000438,AfPO:0000438,AfPO,"A Banyarwanda, Southern African population with a population size of 3 millions"
Bamileke,http://purl.obolibrary.org/obo/AfPO_0000440,AfPO:0000440,AfPO,
Isoko,http://purl.obolibrary.org/obo/AfPO_0000442,AfPO:0000442,AfPO,
Kru,http://purl.obolibrary.org/obo/AfPO_0000443,AfPO:0000443,AfPO,"A Pygmy Central, Western African population with a population size of 6.8 millions"
Duala,http://purl.obolibrary.org/obo/AfPO_0000461,AfPO:0000461,AfPO,A Bantu Central population with a population size of 260000
Eshira,http://purl.obolibrary.org/obo/AfPO_0000462,AfPO:0000462,AfPO,A Bantu Central population with a population size of 74000
Hema,http://purl.obolibrary.org/obo/AfPO_0000463,AfPO:0000463,AfPO,A Bantu Central population with a population size of 215000
Kota,http://purl.obolibrary.org/obo/AfPO_0000464,AfPO:0000464,AfPO,A Bantu Central population with a population size of 81500
Makaa,http://purl.obolibrary.org/obo/AfPO_0000465,AfPO:0000465,AfPO,A Bantu Central population with a population size of 89500
Myene,http://purl.obolibrary.org/obo/AfPO_0000466,AfPO:0000466,AfPO,A Bantu Central population with a population size of 117030
Nande,http://purl.obolibrary.org/obo/AfPO_0000467,AfPO:0000467,AfPO,A Bantu Central population with a population size of 2.355 millions
Ngumba,http://purl.obolibrary.org/obo/AfPO_0000468,AfPO:0000468,AfPO,
Obamba,http://purl.obolibrary.org/obo/AfPO_0000469,AfPO:0000469,AfPO,
Pende,http://purl.obolibrary.org/obo/AfPO_0000470,AfPO:0000470,AfPO,A Bantu Central population with a population size of 250000
Punu,http://purl.obolibrary.org/obo/AfPO_0000471,AfPO:0000471,AfPO,A Bantu Central population with a population size of 317000
Teke,http://purl.obolibrary.org/obo/AfPO_0000472,AfPO:0000472,AfPO,
Vili,http://purl.obolibrary.org/obo/AfPO_0000473,AfPO:0000473,AfPO,A Bantu Central population with a population size of 100000
Mandar,http://purl.obolibrary.org/obo/AfPO_0000474,AfPO:0000474,AfPO,A Central African population with a population size of 90500
Mangbetu,http://purl.obolibrary.org/obo/AfPO_0000475,AfPO:0000475,AfPO,A Central African population with a population size of 1.8 millions
Manja,http://purl.obolibrary.org/obo/AfPO_0000476,AfPO:0000476,AfPO,A Central African population with a population size of 346000
Marba,http://purl.obolibrary.org/obo/AfPO_0000477,AfPO:0000477,AfPO,A Central African population with a population size of 228000
Mbum,http://purl.obolibrary.org/obo/AfPO_0000478,AfPO:0000478,AfPO,A Central African population with a population size of 165000
Nzebi,http://purl.obolibrary.org/obo/AfPO_0000479,AfPO:0000479,AfPO,A Central African population with a population size of 347614
Podoko,http://purl.obolibrary.org/obo/AfPO_0000480,AfPO:0000480,AfPO,A Central African population with a population size of 65000
Gyele,http://purl.obolibrary.org/obo/AfPO_0000481,AfPO:0000481,AfPO,A Pygmy Central population with a population size of 5500
Yaka,http://purl.obolibrary.org/obo/AfPO_0000482,AfPO:0000482,AfPO,
Tupuri,http://purl.obolibrary.org/obo/AfPO_0000483,AfPO:0000483,AfPO,
Wuzlam,http://purl.obolibrary.org/obo/AfPO_0000484,AfPO:0000484,AfPO,
Yakoma,http://purl.obolibrary.org/obo/AfPO_0000485,AfPO:0000485,AfPO,A Central African population with a population size of 177000
Chopi,http://purl.obolibrary.org/obo/AfPO_0000486,AfPO:0000486,AfPO,A Bantu Eastern population with a population size of 760000
Mbeere,http://purl.obolibrary.org/obo/AfPO_0000487,AfPO:0000487,AfPO,A Embu population with a population size of 195250
Kiga,http://purl.obolibrary.org/obo/AfPO_0000488,AfPO:0000488,AfPO,"A Bantu Eastern population with a population size of 3,420 Millions"
Lambya,http://purl.obolibrary.org/obo/AfPO_0000489,AfPO:0000489,AfPO,A Bantu Eastern population with a population size of 89900
Masaba,http://purl.obolibrary.org/obo/AfPO_0000490,AfPO:0000490,AfPO,A Bantu Eastern population with a population size of 2.233 millions
Segeju,http://purl.obolibrary.org/obo/AfPO_0000491,AfPO:0000491,AfPO,"A Mijikenda population with a population size of <25,000"
Nkole,http://purl.obolibrary.org/obo/AfPO_0000492,AfPO:0000492,AfPO,"A Bantu Eastern population with a population size of 4,436 Millions"
Nyamwezi,http://purl.obolibrary.org/obo/AfPO_0000493,AfPO:0000493,AfPO,A Bantu Eastern population with a population size of 4 Millions
Pokomo,http://purl.obolibrary.org/obo/AfPO_0000494,AfPO:0000494,AfPO,A Bantu Eastern population with a population size of 112075
Ndau,http://purl.obolibrary.org/obo/AfPO_0000495,AfPO:0000495,AfPO,
Sukuma,http://purl.obolibrary.org/obo/AfPO_0000496,AfPO:0000496,AfPO,A Bantu Eastern population with a population size of 10 Millions
Tharaka,http://purl.obolibrary.org/obo/AfPO_0000497,AfPO:0000497,AfPO,A Bantu Eastern population with a population size of 175905
Aweer,http://purl.obolibrary.org/obo/AfPO_0000498,AfPO:0000498,AfPO,A Cushitic Eastern population with a population size of 20103
Elmolo,http://purl.obolibrary.org/obo/AfPO_0000499,AfPO:0000499,AfPO,A Cushitic Eastern population with a population size of 1104
Hadiya,http://purl.obolibrary.org/obo/AfPO_0000500,AfPO:0000500,AfPO,A Cushitic Eastern population with a population size of 2 million
Borana,http://purl.obolibrary.org/obo/AfPO_0000501,AfPO:0000501,AfPO,A Oromo population with a population size of 1025000
Gabra,http://purl.obolibrary.org/obo/AfPO_0000502,AfPO:0000502,AfPO,A Oromo population with a population size of 700000
Antambahoaka,http://purl.obolibrary.org/obo/AfPO_0000503,AfPO:0000503,AfPO,A Malagasy population with a population size of 50000
Antanosy,http://purl.obolibrary.org/obo/AfPO_0000504,AfPO:0000504,AfPO,A Malagasy population with a population size of 772000
Bezanozano,http://purl.obolibrary.org/obo/AfPO_0000505,AfPO:0000505,AfPO,A Malagasy population with a population size of 100000
Mikea,http://purl.obolibrary.org/obo/AfPO_0000506,AfPO:0000506,AfPO,A Malagasy population with a population size of 1500
Sihanaka,http://purl.obolibrary.org/obo/AfPO_0000507,AfPO:0000507,AfPO,A Malagasy population with a population size of 200000
Tanala,http://purl.obolibrary.org/obo/AfPO_0000508,AfPO:0000508,AfPO,A Malagasy population with a population size of 400000
Marakwet,http://purl.obolibrary.org/obo/AfPO_0000509,AfPO:0000509,AfPO,A Kalenjin population with a population size of 180000
Pokot,http://purl.obolibrary.org/obo/AfPO_0000510,AfPO:0000510,AfPO,A Kalenjin population with a population size of 969000
Kunama,http://purl.obolibrary.org/obo/AfPO_0000511,AfPO:0000511,AfPO,A Nilotic Eastern population with a population size of 260000
Nara,http://purl.obolibrary.org/obo/AfPO_0000513,AfPO:0000513,AfPO,A Nilotic Eastern population with a population size of 108000
Teso,http://purl.obolibrary.org/obo/AfPO_0000514,AfPO:0000514,AfPO,"A Nilotic Eastern population with a population size of 2,873 Millions"
Jeberti,http://purl.obolibrary.org/obo/AfPO_0000515,AfPO:0000515,AfPO,
Aushi,http://purl.obolibrary.org/obo/AfPO_0000516,AfPO:0000516,AfPO,A Bemba population with a population size of 433000
Okavango,http://purl.obolibrary.org/obo/AfPO_0000517,AfPO:0000517,AfPO,
Lozi,http://purl.obolibrary.org/obo/AfPO_0000518,AfPO:0000518,AfPO,"A Sotho population with a population size of 3,575 Millions"
Damara,http://purl.obolibrary.org/obo/AfPO_0000519,AfPO:0000519,AfPO,A Khoisan South population with a population size of 146000
Aghem,http://purl.obolibrary.org/obo/AfPO_0000520,AfPO:0000520,AfPO,A Western African population with a population size of 61500
Aja,http://purl.obolibrary.org/obo/AfPO_0000521,AfPO:0000521,AfPO,A Western African population with a population size of 810000
Fante,http://purl.obolibrary.org/obo/AfPO_0000522,AfPO:0000522,AfPO,A Akan population with a population size of 2 millions
Anaang,http://purl.obolibrary.org/obo/AfPO_0000523,AfPO:0000523,AfPO,A Western African population with a population size of 2.6 million
Baule,http://purl.obolibrary.org/obo/AfPO_0000524,AfPO:0000524,AfPO,A Akan population with a population size of 5 millions
Bamum,http://purl.obolibrary.org/obo/AfPO_0000525,AfPO:0000525,AfPO,A Western African population with a population size of 659000
Kombe,http://purl.obolibrary.org/obo/AfPO_0000526,AfPO:0000526,AfPO,
Luvale,http://purl.obolibrary.org/obo/AfPO_0000527,AfPO:0000527,AfPO,
Bedik,http://purl.obolibrary.org/obo/AfPO_0000528,AfPO:0000528,AfPO,A Western African population with a population size of 2500
Bassari,http://purl.obolibrary.org/obo/AfPO_0000529,AfPO:0000529,AfPO,A Western African population with a population size of 40800
Diffa Arabs,http://purl.obolibrary.org/obo/AfPO_0000530,AfPO:0000530,AfPO,A Western African population with a population size of 150000
Ditammari,http://purl.obolibrary.org/obo/AfPO_0000531,AfPO:0000531,AfPO,
Ekoi,http://purl.obolibrary.org/obo/AfPO_0000532,AfPO:0000532,AfPO,
Gola,http://purl.obolibrary.org/obo/AfPO_0000533,AfPO:0000533,AfPO,A Western African population with a population size of 304000
Guan,http://purl.obolibrary.org/obo/AfPO_0000534,AfPO:0000534,AfPO,The Guan are a Western African population with a population size of 1 million.
Bariba,http://purl.obolibrary.org/obo/AfPO_0000535,AfPO:0000535,AfPO,A Gurma population with a population size of 1.4 million
Konkomba,http://purl.obolibrary.org/obo/AfPO_0000536,AfPO:0000536,AfPO,A Gurma population with a population size of 950000
Lilse,http://purl.obolibrary.org/obo/AfPO_0000537,AfPO:0000537,AfPO,
Lobi,http://purl.obolibrary.org/obo/AfPO_0000538,AfPO:0000538,AfPO,
Pana,http://purl.obolibrary.org/obo/AfPO_0000539,AfPO:0000539,AfPO,A Gurma population with a population size of 19700
Samoya,http://purl.obolibrary.org/obo/AfPO_0000540,AfPO:0000540,AfPO,A Gurma population with a population size of 30900
Itsekiri,http://purl.obolibrary.org/obo/AfPO_0000541,AfPO:0000541,AfPO,A Western African population with a population size of 2.7 Million
Bandial,http://purl.obolibrary.org/obo/AfPO_0000542,AfPO:0000542,AfPO,A Jola population with a population size of 10125
Dan,http://purl.obolibrary.org/obo/AfPO_0000543,AfPO:0000543,AfPO,A Mande Western population with a population size of 700000
Kabye,http://purl.obolibrary.org/obo/AfPO_0000544,AfPO:0000544,AfPO,A Gurma population with a population size of 1.22 millions
Krio,http://purl.obolibrary.org/obo/AfPO_0000545,AfPO:0000545,AfPO,A Western African population with a population size of 104311
Krahn,http://purl.obolibrary.org/obo/AfPO_0000546,AfPO:0000546,AfPO,A Kru population with a population size of 214000
Grebo,http://purl.obolibrary.org/obo/AfPO_0000547,AfPO:0000547,AfPO,A Kru population with a population size of 387000
Kulango,http://purl.obolibrary.org/obo/AfPO_0000548,AfPO:0000548,AfPO,A Western African population with a population size of 311500
Limba,http://purl.obolibrary.org/obo/AfPO_0000549,AfPO:0000549,AfPO,A Western African population with a population size of 792190
Jakhanke,http://purl.obolibrary.org/obo/AfPO_0000550,AfPO:0000550,AfPO,A Mande Western population with a population size of 115200
Kono,http://purl.obolibrary.org/obo/AfPO_0000551,AfPO:0000551,AfPO,A Mande Western population with a population size of 363000
Kpelle,http://purl.obolibrary.org/obo/AfPO_0000552,AfPO:0000552,AfPO,The Kpelle are a Mande Western population with a population size of 2 million.
Kuranko,http://purl.obolibrary.org/obo/AfPO_0000553,AfPO:0000553,AfPO,A Mande Western population with a population size of > 2 millions
Loko,http://purl.obolibrary.org/obo/AfPO_0000554,AfPO:0000554,AfPO,A Mande Western population with a population size of 165692
Mano,http://purl.obolibrary.org/obo/AfPO_0000555,AfPO:0000555,AfPO,A Mande Western population with a population size of 498000
Vai,http://purl.obolibrary.org/obo/AfPO_0000556,AfPO:0000556,AfPO,A Mande Western population with a population size of 240000
Yalunka,http://purl.obolibrary.org/obo/AfPO_0000557,AfPO:0000557,AfPO,A Mande Western population with a population size of 206000
Mankanya,http://purl.obolibrary.org/obo/AfPO_0000558,AfPO:0000558,AfPO,A Western African population with a population size of 106900
Oron,http://purl.obolibrary.org/obo/AfPO_0000559,AfPO:0000559,AfPO,A Western African population with a population size of 1.407 million
Papel,http://purl.obolibrary.org/obo/AfPO_0000560,AfPO:0000560,AfPO,A Western African population with a population size of 140000
Sherbro,http://purl.obolibrary.org/obo/AfPO_0000561,AfPO:0000561,AfPO,A Western African population with a population size of 134606
Temne,http://purl.obolibrary.org/obo/AfPO_0000562,AfPO:0000562,AfPO,"A Western African population with a population size of 2,225 Millions"
Lebu,http://purl.obolibrary.org/obo/AfPO_0000563,AfPO:0000563,AfPO,A Wolof population with a population size of 210000
Nuna,http://purl.obolibrary.org/obo/AfPO_0000564,AfPO:0000564,AfPO,
Kango,http://purl.obolibrary.org/obo/AfPO_0000571,AfPO:0000571,AfPO,A Pygmy Central population with a population size of 12500
Ewondo,http://purl.obolibrary.org/obo/AfPO_0000572,AfPO:0000572,AfPO,A Beti-Pahuin population with a population size of 2500000
Birwa,http://purl.obolibrary.org/obo/AfPO_0000573,AfPO:0000573,AfPO,A Southern African population with a population size of 35500
Kissi,http://purl.obolibrary.org/obo/AfPO_0000574,AfPO:0000574,AfPO,"A Western African population with a population size of 1,224,545"
Ngazidja,http://purl.obolibrary.org/obo/AfPO_0000575,AfPO:0000575,AfPO,"A Swahili population with a population size of 416,200"
Maore,http://purl.obolibrary.org/obo/AfPO_0000576,AfPO:0000576,AfPO,"A Swahili population with a population size of 217,400"
Mwali,http://purl.obolibrary.org/obo/AfPO_0000577,AfPO:0000577,AfPO,"A Swahili population with a population size of 45,000"
Ndzwani,http://purl.obolibrary.org/obo/AfPO_0000578,AfPO:0000578,AfPO,"A Swahili population with a population size of 365,900"
Kuria,http://purl.obolibrary.org/obo/AfPO_0000579,AfPO:0000579,AfPO,A Bantu Eastern population with a population size of 1 million
Karonica,http://purl.obolibrary.org/obo/AfPO_0000580,AfPO:0000580,AfPO,A Jola population with a population size of 117000
region,http://purl.obolibrary.org/obo/HANCESTRO_0002,HANCESTRO:0002,HANCESTRO,"Any geographic area greater than an individual country but smaller than a continent, used as a convenience reference. Please note that most  geographic areas may not be formally defined and exact boundaries can be debatable."
ancestry category,http://purl.obolibrary.org/obo/HANCESTRO_0004,HANCESTRO:0004,HANCESTRO,Population category defined using ancestry informative markers (AIMs) based on genetic/genomic data
European,http://purl.obolibrary.org/obo/HANCESTRO_0005,HANCESTRO:0005,HANCESTRO,"Includes individuals who either self-report or have been described by authors as
European, Caucasian, White or one of the sub-populations from this region (e.g Dutch). This category also includes individuals who genetically cluster with reference populations from this region, for example 1000 Genomes and/or HapMap CEU, FIN, GBR, IBS and TSI populations."
South Asian,http://purl.obolibrary.org/obo/HANCESTRO_0006,HANCESTRO:0006,HANCESTRO,"Includes individuals who either self-report or have been described by authors as South Asian or one of the sub-populations from this region (e.g Asian Indian). This category also includes individuals who genetically cluster with reference populations from this region, for example 1000 Genomes and/or HapMap
BEB, GIH, ITU, PJL and STU populations."
South East Asian,http://purl.obolibrary.org/obo/HANCESTRO_0007,HANCESTRO:0007,HANCESTRO,"Includes individuals who either self-report or have been described by authors as South East Asian or one of the sub-populations from this region (e.g Vietnamese). This category also includes includes individuals who genetically cluster with reference populations from this region, for example 1000 Genomes KHV population. We note that East Asian and South East Asian populations are often conflated. However, recent studies indicate a unique genetic background for South East Asian populations."
Asian,http://purl.obolibrary.org/obo/HANCESTRO_0008,HANCESTRO:0008,HANCESTRO,"Includes individuals that either self-report or have been described as Asian but there was not sufficient information to allow classification as East Asian, Central Asian, South Asian or South-East Asian."
East Asian,http://purl.obolibrary.org/obo/HANCESTRO_0009,HANCESTRO:0009,HANCESTRO,"Includes individuals who either self-report or have been described by authors as East Asian or one of the sub-populations from this region (e.g Chinese). This category also includes individuals who genetically cluster with reference populations from this region, for example 1000 Genomes and/or HapMap CDX, CHB, CHS and JPT populations."
African,http://purl.obolibrary.org/obo/HANCESTRO_0010,HANCESTRO:0010,HANCESTRO,"Includes individuals that either self-report or have been described as African, but there was not sufficient information to allow classification as African American, AfroCaribbean or Sub-Saharan African."
Sub-Saharan African,http://purl.obolibrary.org/obo/HANCESTRO_0011,HANCESTRO:0011,HANCESTRO,"Includes individuals who either self-report or have been described by authors as SubSaharan African or one of the subpopulations from this region (e.g. Yoruban).
This category also includes individuals who genetically cluster with reference populations from this region for example 1000 Genomes and/or HapMap ESN, LWK, GWD, MSL, MKK and YRI populations."
Indigenous American,http://purl.obolibrary.org/obo/HANCESTRO_0013,HANCESTRO:0013,HANCESTRO,"Includes indigenous individuals of North, Central and South America, descended from the original human migration into the Americas from Siberia. We note that there does not appear to be a suitable reference population for this category and efforts are required to fill this gap."
Latin or Admixed American,http://purl.obolibrary.org/obo/HANCESTRO_0014,HANCESTRO:0014,HANCESTRO,"Includes individuals who either self-report or are described by authors as Hispanic, Latino, Latin American or one of the sub-populations from this region. This category includes individuals with known admixture of primarily European, African and Native American ancestries, though some may have also a degree of Asian (e.g. Peru). We also note that the levels of admixture vary depending on the country, with Caribbean countries carrying higher levels of African admixture when compared to South American countries, for example. This category also includes individuals who genetically cluster with reference populations from this region, for example 1000 Genomes and/or HapMap CLM, MXL, PEL and PUR populations"
Greater Middle Eastern  (Middle Eastern or North African or Persian),http://purl.obolibrary.org/obo/HANCESTRO_0015,HANCESTRO:0015,HANCESTRO,"Includes individuals who self-report or were described by authors as Middle Eastern, North African, Persian or one of the subpopulations from this region (e.g. Saudi Arabian). We note there is heterogeneity in this category with different degrees of admixture as well as levels of genetic isolation. We note that there does not appear to be a suitable reference population for this category and efforts are required to fill this gap."
African American or Afro-Caribbean,http://purl.obolibrary.org/obo/HANCESTRO_0016,HANCESTRO:0016,HANCESTRO,"Includes individuals who either self-report or have been described by authors as African American or Afro-Caribbean. This category also includes individuals who genetically cluster with reference populations from this region, for example 1000 Genomes and/or HapMap ACB or ASW populations. We note that there is likely to be significant admixture with European ancestry populations."
Oceanian,http://purl.obolibrary.org/obo/HANCESTRO_0017,HANCESTRO:0017,HANCESTRO,Includes individuals that either self-report or have been described by authors as Oceanian or one of the sub-populations from this region (e.g. Native Hawaiian). We note that there does not appear to be a suitable reference population for this category and efforts are required to fill this gap.
uncategorised population,http://purl.obolibrary.org/obo/HANCESTRO_0018,HANCESTRO:0018,HANCESTRO,A population for which specific ancestry information is known but that does not fall into any of the defined ancestry categories
Japanese,http://purl.obolibrary.org/obo/HANCESTRO_0019,HANCESTRO:0019,HANCESTRO,
Taiwanese,http://purl.obolibrary.org/obo/HANCESTRO_0020,HANCESTRO:0020,HANCESTRO,
Chinese,http://purl.obolibrary.org/obo/HANCESTRO_0021,HANCESTRO:0021,HANCESTRO,
Korean,http://purl.obolibrary.org/obo/HANCESTRO_0022,HANCESTRO:0022,HANCESTRO,
Mongolian,http://purl.obolibrary.org/obo/HANCESTRO_0023,HANCESTRO:0023,HANCESTRO,
Macanese,http://purl.obolibrary.org/obo/HANCESTRO_0024,HANCESTRO:0024,HANCESTRO,
Singaporean Chinese,http://purl.obolibrary.org/obo/HANCESTRO_0025,HANCESTRO:0025,HANCESTRO,
Hong Kong Chinese,http://purl.obolibrary.org/obo/HANCESTRO_0026,HANCESTRO:0026,HANCESTRO,
Han Chinese,http://purl.obolibrary.org/obo/HANCESTRO_0027,HANCESTRO:0027,HANCESTRO,
Australia/New Zealand,http://purl.obolibrary.org/obo/HANCESTRO_0051,HANCESTRO:0051,HANCESTRO,
Central Asian,http://purl.obolibrary.org/obo/HANCESTRO_0286,HANCESTRO:0286,HANCESTRO,Includes individuals who either self-report or have been described by authors as Central Asian. We note that there does not appear to be a suitable reference population for this population and efforts are required to fill this gap.
genetically isolated population,http://purl.obolibrary.org/obo/HANCESTRO_0290,HANCESTRO:0290,HANCESTRO,A population with increased genetic homogeneity and reduced genetic variation due to cultural or geographic isolation
ancestry status,http://purl.obolibrary.org/obo/HANCESTRO_0304,HANCESTRO:0304,HANCESTRO,General characterisation of the ancestry of a population or individual
genetically isolated ancestry,http://purl.obolibrary.org/obo/HANCESTRO_0305,HANCESTRO:0305,HANCESTRO,Ancestry that is the result of cultural or geographic isolation. Generally characterised by increased genetic homogeneity and reduced genetic variation
admixed ancestry,http://purl.obolibrary.org/obo/HANCESTRO_0306,HANCESTRO:0306,HANCESTRO,Ancestry which is an admixture of more than one defined ancestral population. The degree and type of admixture may vary within a population and the accuracy of classification requires well-defined reference samples
